,Investigation.Type,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Broad.phase.of.flight,Publication.Date
771,Accident,Non-Fatal,Substantial,Airplane,Beech,56TC,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,0.0,Landing,02-05-1983
772,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-12,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Approach,02-05-1983
773,Accident,Fatal(1),Substantial,Airplane,Hudson,2-2-2E,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,Maneuvering,02-05-1983
774,Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,02-05-1983
775,Accident,Non-Fatal,Substantial,Airplane,Champion,7GCAA,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Landing,02-05-1983
776,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Takeoff,03-05-1983
777,Accident,Non-Fatal,Substantial,Helicopter,Hughes,269C,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Standing,03-05-1983
778,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-25-235,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,0.0,Maneuvering,03-05-1983
779,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-25-235,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,Landing,03-05-1983
780,Incident,Incident,Minor,Airplane,Beech,F33A,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,04-05-1983
781,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Approach,04-05-1983
782,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Business,0.0,0.0,0.0,0.0,Taxi,04-05-1983
783,Accident,Non-Fatal,Substantial,Airplane,Cessna,182M,1.0,Reciprocating,Business,0.0,0.0,0.0,0.0,Taxi,04-05-1983
784,Accident,Non-Fatal,Substantial,Airplane,Grumman,G-164B,1.0,Turbo Prop,Unknown,0.0,0.0,0.0,0.0,Takeoff,04-05-1983
785,Accident,Non-Fatal,Substantial,Helicopter,Sikorsky,S-55B,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Maneuvering,04-05-1983
786,Accident,Non-Fatal,Substantial,Helicopter,Hughes,369HS,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,0.0,Takeoff,04-05-1983
787,Accident,Fatal(1),Destroyed,Helicopter,Continental,TOMCAT MK6C,1.0,Reciprocating,Business,1.0,0.0,0.0,1.0,Maneuvering,05-05-1983
788,Accident,Non-Fatal,Substantial,Airplane,Cessna,150F,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Approach,05-05-1983
789,Accident,Non-Fatal,Substantial,Airplane,Cessna,172A,1.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,0.0,Takeoff,05-05-1983
790,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,05-05-1983
791,Accident,Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Business,0.0,0.0,1.0,0.0,Descent,06-05-1983
792,Accident,Non-Fatal,Substantial,Airplane,Cessna,U206,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Cruise,06-05-1983
793,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-38,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,06-05-1983
794,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-34-200T,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,0.0,Landing,06-05-1983
795,Accident,Non-Fatal,Substantial,Airplane,Cessna,402A,2.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Landing,06-05-1983
796,Accident,Non-Fatal,Substantial,Airplane,Mooney,M20G,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,07-05-1983
797,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,07-05-1983
798,Accident,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,07-05-1983
799,Accident,Non-Fatal,Substantial,Airplane,Cessna,T210M,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Cruise,07-05-1983
800,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,07-05-1983
801,Accident,Non-Fatal,Substantial,Helicopter,Scorpion,133,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Maneuvering,07-05-1983
802,Accident,Non-Fatal,Substantial,Airplane,Boeing,A75,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,Takeoff,07-05-1983
803,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,07-05-1983
804,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Takeoff,07-05-1983
805,Accident,Non-Fatal,Substantial,Helicopter,Aerospatiale,SA-319B,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,0.0,Climb,07-05-1983
806,Accident,Fatal(1),Destroyed,Helicopter,Moore Bell,47D1,1.0,Reciprocating,Unknown,1.0,0.0,0.0,1.0,Landing,08-05-1983
807,Accident,Fatal(1),Destroyed,Airplane,Beech,J35,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,Descent,08-05-1983
808,Accident,Non-Fatal,Substantial,Airplane,Bellanca,8KCAB,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Approach,08-05-1983
809,Accident,Fatal(1),Substantial,Airplane,Boeing,A75N1,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,Landing,08-05-1983
810,Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Taxi,08-05-1983
811,Accident,Fatal(1),Substantial,Glider,Blanik,L-13,0.0,Unknown,Personal,1.0,0.0,0.0,1.0,Landing,08-05-1983
812,Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,08-05-1983
813,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,4.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,08-05-1983
814,Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,08-05-1983
815,Accident,Non-Fatal,Substantial,Airplane,Helio,H-395,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,08-05-1983
816,Accident,Non-Fatal,Substantial,Airplane,Cessna,195,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Landing,08-05-1983
817,Accident,Non-Fatal,Substantial,Airplane,Taylor,MONOPLANE,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Takeoff,08-05-1983
818,Accident,Non-Fatal,Substantial,Airplane,Grumman,G164A,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Takeoff,08-05-1983
819,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28R-200,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Takeoff,08-05-1983
820,Accident,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,09-05-1983
821,Accident,Non-Fatal,Substantial,Airplane,Bellanca,14-19,1.0,Reciprocating,Ferry,0.0,0.0,1.0,0.0,Cruise,09-05-1983
822,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,09-05-1983
823,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Cruise,09-05-1983
824,Accident,Non-Fatal,Substantial,Airplane,Bellanca,17-31ATC,1.0,Reciprocating,Business,0.0,0.0,0.0,0.0,Takeoff,09-05-1983
825,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-32-300,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Cruise,09-05-1983
826,Accident,Non-Fatal,Substantial,Airplane,Lake,LA-4,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Taxi,09-05-1983
827,Accident,Fatal(1),Substantial,Helicopter,Brantley,B-2B,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,Cruise,09-05-1983
828,Accident,Non-Fatal,Substantial,Airplane,Cessna,A150L,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Approach,09-05-1983
829,Accident,Non-Fatal,Substantial,Airplane,Beech,35-B33,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Cruise,09-05-1983
830,Accident,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Cruise,09-05-1983
831,Accident,Non-Fatal,Substantial,Airplane,De Havilland,2,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Takeoff,09-05-1983
832,Accident,Fatal(1),Destroyed,Airplane,Cessna,172C,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,Cruise,10-05-1983
833,Accident,Non-Fatal,Substantial,Glider,Bryan,HP-18,0.0,Unknown,Personal,0.0,0.0,0.0,0.0,Landing,10-05-1983
834,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Takeoff,10-05-1983
835,Accident,Non-Fatal,Substantial,Helicopter,Bell 47g-3b,(SOLOY CONVERSION),1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,0.0,Maneuvering,10-05-1983
836,Accident,Non-Fatal,Substantial,Airplane,Maule,M-4,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,10-05-1983
837,Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Taxi,10-05-1983
838,Accident,Non-Fatal,Substantial,Airplane,Beech,A23-24,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,10-05-1983
839,Accident,Non-Fatal,Substantial,Airplane,Piper,J3C-75,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Maneuvering,10-05-1983
840,Accident,Non-Fatal,Destroyed,Airplane,Grumman,G164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,0.0,Maneuvering,11-05-1983
841,Accident,Non-Fatal,Substantial,Airplane,Beech,E33,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Taxi,11-05-1983
842,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-16,1.0,Reciprocating,Ferry,0.0,0.0,1.0,0.0,Takeoff,11-05-1983
843,Accident,Non-Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,12-05-1983
844,Accident,Non-Fatal,Substantial,Airplane,Piper,PA 28-181,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Cruise,12-05-1983
845,Accident,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Approach,12-05-1983
846,Accident,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,12-05-1983
847,Accident,Non-Fatal,Substantial,Helicopter,Hiller,12E,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Cruise,12-05-1983
848,Incident,Incident,Minor,Airplane,Cessna,402B,2.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Taxi,13-05-1983
849,Accident,Non-Fatal,Destroyed,Airplane,Grumman,G-164A,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Takeoff,13-05-1983
850,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,13-05-1983
851,Accident,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Business,0.0,0.0,0.0,0.0,Landing,13-05-1983
852,Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Landing,13-05-1983
853,Accident,Non-Fatal,Substantial,Airplane,Cessna,182Q,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,13-05-1983
854,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28R,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,13-05-1983
855,Accident,Non-Fatal,Substantial,Airplane,Volmer Aircraft,AMPHIBIAN,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,13-05-1983
856,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,13-05-1983
857,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Landing,13-05-1983
858,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-32RT-300,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Taxi,13-05-1983
859,Accident,Non-Fatal,Destroyed,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Takeoff,14-05-1983
860,Accident,Non-Fatal,Substantial,Helicopter,Bell,47G2,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,Maneuvering,14-05-1983
861,Accident,Non-Fatal,Substantial,Airplane,Citabria,7GCBC,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,14-05-1983
862,Accident,Non-Fatal,Substantial,Airplane,Cessna,T210N,1.0,Reciprocating,Business,0.0,0.0,0.0,0.0,Cruise,14-05-1983
863,Accident,Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,14-05-1983
864,Accident,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,14-05-1983
865,Accident,Non-Fatal,Substantial,Airplane,Cessna,310,2.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,14-05-1983
866,Accident,Non-Fatal,Substantial,Airplane,Cessna,205,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,14-05-1983
867,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-20S,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,14-05-1983
868,Accident,Non-Fatal,Destroyed,Helicopter,Bell,47G-2,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Takeoff,15-05-1983
869,Accident,Non-Fatal,Destroyed,Airplane,Martin,404,2.0,Reciprocating,Ferry,0.0,0.0,0.0,0.0,Takeoff,15-05-1983
870,Accident,Non-Fatal,Destroyed,Airplane,Nash Cassutt Racer,111M,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Cruise,15-05-1983
871,Accident,Non-Fatal,Destroyed,Airplane,Grumman,G-164A,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,Takeoff,15-05-1983
872,Accident,Non-Fatal,Substantial,Airplane,Aero Commander,680F,2.0,Reciprocating,Ferry,0.0,0.0,0.0,0.0,Cruise,15-05-1983
873,Accident,Non-Fatal,Substantial,Helicopter,Bell,47G-2,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Cruise,15-05-1983
874,Accident,Non-Fatal,Substantial,Airplane,Cessna,150H,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,15-05-1983
875,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-36-285,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,0.0,Maneuvering,15-05-1983
876,Accident,Non-Fatal,Substantial,Airplane,Cessna,177B,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Cruise,15-05-1983
877,Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Takeoff,15-05-1983
878,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-22-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,15-05-1983
879,Accident,Non-Fatal,Substantial,Airplane,Cessna,180C,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,15-05-1983
880,Accident,Non-Fatal,Substantial,Helicopter,Bell,206L-1,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,0.0,Cruise,15-05-1983
881,Accident,Non-Fatal,Substantial,Airplane,Cessna,185A,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Approach,15-05-1983
882,Accident,Non-Fatal,Destroyed,Airplane,Luscombe,8A,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,16-05-1983
883,Accident,Non-Fatal,Destroyed,Airplane,Cessna,182A,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Landing,16-05-1983
884,Accident,Fatal(1),Destroyed,Airplane,Piper,J3C-65,1.0,Reciprocating,Unknown,1.0,0.0,0.0,1.0,Maneuvering,16-05-1983
885,Accident,Non-Fatal,Substantial,Airplane,Cessna,180K,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,16-05-1983
886,Accident,Non-Fatal,Substantial,Airplane,North American,SNJ-5,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Climb,16-05-1983
887,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Approach,16-05-1983
888,Accident,Non-Fatal,Substantial,Airplane,Grumman,G-164,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,Takeoff,16-05-1983
