,Investigation.Type,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Broad.phase.of.flight,Publication.Date
4534,Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,20-12-2007
4535,Accident,Non-Fatal,Substantial,Airplane,Rockwell,112TC,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Go-around,28-12-2006
4536,Accident,Non-Fatal,Substantial,Airplane,Cessna,180K,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,31-01-2007
4537,Accident,Non-Fatal,Substantial,Airplane,Cessna,T182T,1.0,Reciprocating,Business,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-02-2007
4538,Accident,Non-Fatal,Substantial,Airplane,Boeing,75,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,31-01-2007
4539,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,28-12-2006
4540,Accident,Non-Fatal,Substantial,Airplane,Beech,BE-58,2.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,31-01-2007
4541,Accident,Non-Fatal,Substantial,Airplane,Aviat,A-1A,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,31-01-2007
4542,Accident,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,31-01-2007
4543,Accident,Non-Fatal,Substantial,Airplane,Cutler,VariEze,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,31-01-2007
4544,Accident,Non-Fatal,Substantial,Airplane,Cessna,172C,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Cruise,31-01-2007
4545,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-11-2007
4546,Accident,Non-Fatal,Substantial,Airplane,Hadwise,Varieze,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Standing,26-02-2007
4547,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,31-01-2007
4548,Accident,Non-Fatal,Substantial,Airplane,Steinbaum,Kitfox IV,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Approach,29-11-2007
4549,Accident,Non-Fatal,Substantial,Helicopter,Hughes,OH-6A,1.0,Turbo Shaft,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,31-01-2007
4550,Accident,Non-Fatal,Substantial,Airplane,Olree Robert,Spezio Sport DAL-1,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Approach,31-01-2007
4551,Accident,Non-Fatal,Substantial,Airplane,Huff,Acro Sport I,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Landing,31-01-2007
4552,Accident,Non-Fatal,Substantial,Airplane,Cessna,188B,1.0,Reciprocating,Aerial Application,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,22-01-2014
4553,Accident,Non-Fatal,Substantial,Airplane,Harry D. Miller,Midget Mustang 1,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,31-01-2007
4554,Accident,Non-Fatal,Substantial,Airplane,Aeronca,65-TAC,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,31-01-2007
4555,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-24-260,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,31-01-2007
4556,Accident,Non-Fatal,Substantial,Gyrocraft,Mccullough,J-2,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,26-02-2007
4557,Accident,Non-Fatal,Substantial,Airplane,Finney Thorp,T-18,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-02-2007
4558,Accident,Non-Fatal,Substantial,Airplane,Air Tractor,AT-802A,1.0,Turbo Prop,Aerial Application,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,26-02-2007
4559,Accident,Non-Fatal,Substantial,Airplane,Cessna,CE-180-A,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-02-2007
4560,Accident,Non-Fatal,Substantial,Helicopter,Lawing Thomas R,Exec 162-F,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,26-02-2007
4561,Accident,Fatal(1),Destroyed,Airplane,Extra Flugzeugbau,GMBH 300,1.0,Reciprocating,Air Race/show,1.0,0.26677190213101815,0.4493475682087782,1.0,Maneuvering,20-11-2008
4562,Accident,Non-Fatal,Substantial,Airplane,Monocoupe,110 Special,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,31-01-2007
4563,Accident,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,31-01-2007
4564,Accident,Non-Fatal,Substantial,Helicopter,Robinson,R22 BETA,1.0,Reciprocating,Aerial Observation,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,31-01-2007
4565,Accident,Non-Fatal,Substantial,Helicopter,Robinson,R22 BETA,1.0,Reciprocating,Business,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,31-01-2007
4566,Accident,Non-Fatal,Substantial,Airplane,Cirrus,SR-22,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Go-around,26-02-2007
4567,Accident,Non-Fatal,Substantial,Airplane,Cessna,210E,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,26-02-2007
4568,Accident,Non-Fatal,Substantial,Airplane,Cessna,150L,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Go-around,29-05-2007
4569,Accident,Non-Fatal,Substantial,Airplane,Codding/fluno,Sportsman GS-2,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-02-2007
4570,Accident,Non-Fatal,Substantial,Airplane,Cessna,A188B,1.0,Reciprocating,Aerial Application,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Takeoff,22-01-2014
4571,Accident,Non-Fatal,Substantial,Airplane,Alexander,Lancair 320,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Go-around,26-02-2007
4572,Accident,Non-Fatal,Substantial,Airplane,Beech,A36,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4573,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-20-135,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-02-2007
4574,Accident,Non-Fatal,Substantial,Airplane,Cessna,T210G,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,31-01-2007
4575,Accident,Non-Fatal,Substantial,Airplane,Champion,7GCB,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,31-01-2007
4576,Accident,Non-Fatal,Substantial,Airplane,Maule,M5,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4577,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-02-2007
4578,Accident,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,31-01-2007
4579,Accident,Non-Fatal,Destroyed,Airplane,Champion,7ECA,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Takeoff,31-01-2007
4580,Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Landing,31-01-2007
4581,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Go-around,26-02-2007
4582,Accident,Non-Fatal,Substantial,Airplane,Aviat,S2B,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-02-2007
4583,Accident,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,26-02-2007
4584,Accident,Non-Fatal,Substantial,Airplane,Jahns,RV-7,1.0,Reciprocating,Flight Test,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Approach,26-02-2007
4585,Accident,Non-Fatal,Substantial,Airplane,British Aerospace,HS 125-700A,2.0,Turbo Fan,Executive/corporate,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,20-11-2008
4586,Accident,Non-Fatal,Destroyed,Airplane,Cessna,172G,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Standing,26-02-2007
4587,Accident,Non-Fatal,Substantial,Airplane,American Aviation Corp. (aac),AA-1,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-02-2007
4588,Accident,Non-Fatal,Substantial,Airplane,Luscombe,8F,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,26-02-2007
4589,Accident,Non-Fatal,Substantial,Airplane,Great Lakes Aircraft Company,2T-1A-2,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-02-2007
4590,Incident,Incident,Minor,Helicopter,Eurocopter Deutschland,EC135T1,2.0,Turbo Shaft,Other Work Use,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Standing,02-02-2009
4591,Accident,Non-Fatal,Substantial,Airplane,Utva,66 V-51,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,26-02-2007
4592,Accident,Non-Fatal,Substantial,Airplane,Grumman,G-164B,1.0,Turbo Prop,Aerial Application,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,26-02-2007
4593,Accident,Non-Fatal,Substantial,Airplane,Diamond Aircraft Industries,DA 20-C1,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Go-around,26-02-2007
4594,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-11,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Landing,26-02-2007
4595,Accident,Non-Fatal,Substantial,Helicopter,Bell,206B,1.0,Turbo Shaft,Other Work Use,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Standing,26-02-2007
4596,Accident,Non-Fatal,Substantial,Airplane,Eiben Theodore,Quickie Q-200,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,26-03-2007
4597,Accident,Non-Fatal,Substantial,Airplane,Bellanca,BL-17-30,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Approach,26-02-2007
4598,Accident,Non-Fatal,Substantial,Airplane,American Champion (acac),7GCBC,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-02-2007
4599,Accident,Non-Fatal,Substantial,Airplane,Jerald F. Huffman,Rebel,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-02-2007
4600,Accident,Non-Fatal,Substantial,Airplane,Mooney,M20J,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Approach,26-02-2007
4601,Accident,Non-Fatal,Substantial,Airplane,Cessna,172G,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-02-2007
4602,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4603,Accident,Non-Fatal,Substantial,Airplane,Baggett,RV6A,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Landing,26-02-2007
4604,Accident,Non-Fatal,Substantial,Airplane,Liberty Aerospace Inc.,XL-2,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Go-around,26-02-2007
4605,Accident,Non-Fatal,Substantial,Helicopter,Robinson,R22 Beta,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-02-2007
4606,Accident,Non-Fatal,Substantial,Airplane,Pippert,Zenith CH-701,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-02-2007
4607,Accident,Non-Fatal,Substantial,Airplane,Hudspeth Shawn D,Challenger II,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Approach,26-03-2007
4608,Accident,Non-Fatal,Substantial,Airplane,Cessna,190,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,26-02-2007
4609,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4610,Accident,Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,25-04-2007
4611,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4612,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4613,Accident,Non-Fatal,Substantial,Airplane,Cessna,120,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4614,Accident,Non-Fatal,Substantial,Airplane,Cessna,T210M,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Descent,26-03-2007
4615,Accident,Non-Fatal,Substantial,Airplane,Cessna,150J,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-02-2007
4616,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4617,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Taxi,26-03-2007
4618,Accident,Non-Fatal,Substantial,Airplane,Aviat,A-1B,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-11-2007
4619,Accident,Non-Fatal,Substantial,Airplane,Cessna,421C,2.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4620,Accident,Non-Fatal,Substantial,Helicopter,Robinson,R22B,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-02-2007
4621,Accident,Non-Fatal,Substantial,Airplane,Riley,D-16A,2.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,26-03-2007
4622,Accident,Non-Fatal,Substantial,Airplane,Stits Flut-r-bug,SA6B,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4623,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-24-250,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,26-03-2007
4624,Accident,Non-Fatal,Substantial,Airplane,Waco Classic Aircraft Corp.,YMF-F5C,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-02-2007
4625,Accident,Non-Fatal,Substantial,Airplane,Cessna,C-425,2.0,Turbo Prop,Business,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Taxi,26-02-2007
4626,Accident,Non-Fatal,Substantial,Airplane,Piper,J3C-65,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,26-03-2007
4627,Accident,Non-Fatal,Substantial,Airplane,North American,AT-6C,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,26-03-2007
4628,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Approach,26-03-2007
4629,Accident,Fatal(1),Destroyed,Airplane,Mooney,M20R,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,Cruise,28-12-2008
4630,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-12,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,26-03-2007
4631,Accident,Non-Fatal,Substantial,Airplane,Cessna,172R,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4632,Accident,Non-Fatal,Substantial,Airplane,Cessna,172RG,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4633,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-151,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4634,Accident,Non-Fatal,Substantial,Helicopter,Hughes,269B,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4635,Accident,Non-Fatal,Substantial,Airplane,Extra Flugzeugbau Gmbh,EA 300/L,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Takeoff,26-03-2007
4636,Accident,Non-Fatal,Substantial,Airplane,Cessna,172C,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Approach,26-03-2007
4637,Accident,Non-Fatal,Destroyed,Airplane,Cessna,421,2.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Approach,26-03-2007
4638,Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,26-03-2007
4639,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-22-150,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,26-03-2007
4640,Accident,Non-Fatal,Substantial,Airplane,Beech,99,2.0,Turbo Prop,Positioning,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4641,Accident,Non-Fatal,Substantial,Helicopter,Belcher,Helicycle,1.0,Turbo Shaft,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,26-03-2007
4642,Accident,Non-Fatal,Substantial,Airplane,"Morgan, Marvin R.",Zenair CH701 STOL,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4643,Accident,Non-Fatal,Substantial,Airplane,Cessna,T210M,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,26-03-2007
4644,Accident,Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,25-04-2007
4645,Accident,Non-Fatal,Substantial,Airplane,Cessna,T210L,1.0,Reciprocating,Positioning,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Cruise,26-03-2007
4646,Accident,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4647,Accident,Non-Fatal,Substantial,Airplane,Ercoupe (eng & Research Corp.),415-C,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,27-07-2009
4648,Accident,Non-Fatal,Substantial,Helicopter,Hughes,269C,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,26-03-2007
4649,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4650,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,25-04-2007
4651,Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4652,Accident,Non-Fatal,Substantial,Airplane,Piper,PA 32R 301T,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4653,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-34-200T,2.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,26-03-2007
4654,Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4655,Accident,Non-Fatal,Substantial,Airplane,American Champion (acac),8GCBC,1.0,Reciprocating,Business,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4656,Accident,Non-Fatal,Substantial,Airplane,Cessna,R182,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,26-03-2007
4657,Accident,Non-Fatal,Substantial,Helicopter,Enstrom,F28A,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,20-12-2007
4658,Accident,Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Taxi,26-03-2007
4659,Accident,Non-Fatal,Substantial,Airplane,Cessna,182G,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4660,Accident,Non-Fatal,Substantial,Helicopter,Robinson,R22 Beta,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-05-2007
4661,Accident,Non-Fatal,Substantial,Airplane,Piper,PA 18-150,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4662,Accident,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Unknown,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4663,Accident,Non-Fatal,Substantial,Airplane,Luscombe,8A,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4664,Accident,Non-Fatal,Substantial,Airplane,Cessna,120,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,26-03-2007
4665,Accident,Non-Fatal,Substantial,Airplane,Douglas,C54G-DC,4.0,Reciprocating,Other Work Use,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,25-01-2011
4666,Accident,Non-Fatal,Substantial,Airplane,Foley James,Searey,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-04-2007
4667,Accident,Non-Fatal,Substantial,Airplane,Cessna,182E,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,29-05-2007
4668,Accident,Non-Fatal,Substantial,Airplane,"Quad City Ultralight, Llc",Challenger Special,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Approach,26-03-2007
4669,Accident,Non-Fatal,Substantial,Helicopter,Robinson,R-22 Beta 2,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,26-03-2007
4670,Accident,Non-Fatal,Substantial,Airplane,"Smith, Ted Aerostar",601P,2.0,Reciprocating,Business,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,26-03-2007
4671,Accident,Non-Fatal,Substantial,Airplane,Piper,J3C-65,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,25-04-2007
4672,Accident,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Taxi,25-04-2007
4673,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-05-2007
